secid,date,symbol,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,optionid,index_flag,issuer,exercise_style
108105,19960111,09DF5.BA,19960316,19960110,C,645000,0.8125,1.0625,0,311,0.105487,10352058,1,CBOE S&P 500 INDEX,E
108105,19960111,09F28.E5,19960217,19960111,P,630000,26.375,27.375,3,7413,0.119744,10430693,1,CBOE S&P 500 INDEX,E
108105,19960111,09983.14,19960217,19960111,C,615000,4.375,4.5,1787,2648,0.115816,10060564,1,CBOE S&P 500 INDEX,E
108105,19960111,09F6B.49,19960622,19960108,C,620000,15,15.75,0,916,0.123427,10447689,1,CBOE S&P 500 INDEX,E
108105,19960111,09FCC.F1,19960921,19960105,P,525000,4.5,4.875,0,1826,0.165206,10472689,1,CBOE S&P 500 INDEX,E
108105,19960111,09F2C.86,19960316,19960111,P,565000,3,3.25,355,5393,0.163924,10431622,1,CBOE S&P 500 INDEX,E
108105,19960111,0A02F.38,19970621,19960104,P,500000,7.25,8.125,0,1489,0.173992,10497848,1,CBOE S&P 500 INDEX,E
108105,19960111,0A074.E2,19960217,19960111,P,570000,1.875,2.125,152,8705,0.168944,10515682,1,CBOE S&P 500 INDEX,E
108105,19960111,0A03A.FD,19961221,,C,600000,40.75,41.75,0,761,0.1417,10500861,1,CBOE S&P 500 INDEX,E
108105,19960111,0A03B.B9,19960316,19960111,P,540000,1,1.25,120,9706,0.179742,10501049,1,CBOE S&P 500 INDEX,E
108105,19960111,0A0B0.CA,19960120,19960109,P,640000,36.5,37.5,0,950,0.20009,10531018,1,CBOE S&P 500 INDEX,E
108105,19960111,0A0B1.9C,19960622,19960111,C,650000,3.625,4,5,6359,0.100191,10531228,1,CBOE S&P 500 INDEX,E
108105,19960111,0A0B2.40,19970621,,C,675000,18.5,19.25,0,1450,0.128682,10531392,1,CBOE S&P 500 INDEX,E
108105,19960111,0A264.50,19960120,,C,545000,57.375,58.375,0,573,,10642512,1,CBOE S&P 500 INDEX,E
108105,19960111,0A1EF.13,19960316,19960111,C,605000,12,12.5,53,571,0.118718,10612499,1,CBOE S&P 500 INDEX,E
108105,19960111,0A0FB.DD,19960316,19960110,P,535000,1,1.25,0,51,0.191211,10550237,1,CBOE S&P 500 INDEX,E
108105,19960111,0A086.E6,19960217,19960111,P,500000,0.125,0.3125,70,420,0.276637,10520294,1,CBOE S&P 500 INDEX,E
108105,19960111,0A0FC.E5,19960316,19960111,P,590000,6.875,7.25,1586,8181,0.13759,10550501,1,CBOE S&P 500 INDEX,E
108105,19960111,0A103.55,19960120,19960110,P,555000,0.0625,0.1875,0,872,0.27872,10552149,1,CBOE S&P 500 INDEX,E
108105,19960111,0A235.1C,19960316,,C,450000,153.5,154.5,0,424,,10630428,1,CBOE S&P 500 INDEX,E
108105,19960111,0A183.E3,19960217,19960111,P,550000,0.8125,0.9375,737,2450,0.195063,10585059,1,CBOE S&P 500 INDEX,E
108105,19960111,0A1BE.09,19960622,19960111,P,590000,11.5,12.25,80,6365,0.131199,10599945,1,CBOE S&P 500 INDEX,E
108105,19960111,0A144.B9,19960217,19960111,C,600000,11.125,11.75,838,1810,0.121918,10568889,1,CBOE S&P 500 INDEX,E
108105,19960111,0A18C.0F,19960120,,P,645000,41.5,42.5,0,0,0.223973,10587151,1,CBOE S&P 500 INDEX,E
108105,19960111,0A324.73,19960622,,P,660000,49.75,50.75,0,40,0.094499,10691699,1,CBOE S&P 500 INDEX,E
108105,19960111,0A0D2.6D,19960316,19960111,P,500000,0.25,0.5,10,294,0.225241,10539629,1,CBOE S&P 500 INDEX,E
108105,19960111,0A065.8A,19960120,19960111,C,600000,5.875,6.25,4453,4017,0.13154,10511754,1,CBOE S&P 500 INDEX,E
108105,19960111,0A2BA.5D,19960316,,C,540000,65.75,66.75,0,2843,0.174612,10664541,1,CBOE S&P 500 INDEX,E
108105,19960111,0A0D9.25,19960217,19960111,P,635000,30.625,31.625,1,1,0.113576,10541349,1,CBOE S&P 500 INDEX,E
108105,19960111,0A028.03,19960316,19960111,P,605000,11.625,12,101,2150,0.123331,10496003,1,CBOE S&P 500 INDEX,E
108105,19960111,0A2F0.9E,19971220,,C,575000,80.75,81.75,0,0,0.162921,10678430,1,CBOE S&P 500 INDEX,E
108105,19960111,0A207.C8,19960316,19960111,P,585000,5.375,5.875,402,2006,0.138476,10618824,1,CBOE S&P 500 INDEX,E
108105,19960111,0A151.21,19961221,19960111,C,650000,14.75,15.25,25,2454,0.11775,10572065,1,CBOE S&P 500 INDEX,E
108105,19960111,0A1D1.20,19961221,,P,375000,0.3125,0.5625,0,1339,0.229913,10604832,1,CBOE S&P 500 INDEX,E
108105,19960111,0A2C1.DE,19960316,19960111,P,620000,20,20.75,136,2411,0.120683,10666462,1,CBOE S&P 500 INDEX,E
108105,19960111,0A0A7.DC,19960921,19960110,P,595000,16.375,17.125,0,36,0.129689,10528732,1,CBOE S&P 500 INDEX,E
108105,19960111,0A248.F2,19960622,19960109,C,660000,2.125,2.5,0,45,0.098399,10635506,1,CBOE S&P 500 INDEX,E
108105,19960111,0A15B.AD,19960120,19960111,P,575000,0.3125,0.4375,483,5360,0.21139,10574765,1,CBOE S&P 500 INDEX,E
108105,19960111,0A2C6.5C,19971220,19960108,C,525000,114,115,0,50,0.171224,10667612,1,CBOE S&P 500 INDEX,E
108105,19960111,0A35B.31,19960217,19960111,C,595000,15.375,16.125,54,65,0.14038,10705713,1,CBOE S&P 500 INDEX,E
108105,19960111,0A1A3.17,19960217,19960111,C,605000,8.25,8.625,575,1905,0.116846,10593047,1,CBOE S&P 500 INDEX,E
108105,19960111,0A28F.F2,19960217,19960110,P,555000,1.125,1.375,0,1968,0.195623,10653682,1,CBOE S&P 500 INDEX,E
108105,19960111,0A1E0.9F,19970621,,C,650000,27.5,28.5,0,400,0.133977,10608799,1,CBOE S&P 500 INDEX,E
108105,19960111,0A21B.9C,19960217,19960111,P,615000,15.125,15.875,600,5391,0.125091,10623900,1,CBOE S&P 500 INDEX,E
108105,19960111,0A450.20,19960120,19960111,P,550000,0.0625,0.125,210,3769,0.29316,10768416,1,CBOE S&P 500 INDEX,E
108105,19960111,0A3DA.AD,19971220,,P,600000,30.625,31.625,0,0,0.146639,10738349,1,CBOE S&P 500 INDEX,E
108105,19960111,0A48C.51,19960316,19960109,C,530000,75.25,76.25,0,7660,0.178148,10783825,1,CBOE S&P 500 INDEX,E
108105,19960111,0A30A.0F,19960622,19960109,C,665000,2.0625,2.4375,0,1000,0.104191,10684943,1,CBOE S&P 500 INDEX,E
108105,19960111,0A36F.41,19960120,19960111,C,620000,0.25,0.3125,758,4398,0.128686,10710849,1,CBOE S&P 500 INDEX,E
108105,19960111,0A3B2.EE,19960217,19960111,P,560000,1.25,1.5,200,8492,0.184134,10728174,1,CBOE S&P 500 INDEX,E
108105,19960111,0A466.EA,19960622,19960111,P,565000,6.5,7,3,7979,0.146656,10774250,1,CBOE S&P 500 INDEX,E
108105,19960111,0A4D8.0E,19960622,,P,475000,0.8125,1.0625,0,1289,0.206002,10803214,1,CBOE S&P 500 INDEX,E
108105,19960111,0A46A.6C,19960217,19960111,P,580000,3.125,3.5,177,3500,0.160355,10775148,1,CBOE S&P 500 INDEX,E
108105,19960111,0A5C6.01,19960921,19960105,P,560000,9.375,9.875,0,2313,0.152252,10864129,1,CBOE S&P 500 INDEX,E
108105,19960111,0A3C2.9C,19960622,19960111,P,625000,25.625,26.625,40,4755,0.114106,10732188,1,CBOE S&P 500 INDEX,E
108105,19960111,0A4E0.40,19960622,19960109,C,575000,43.5,44.5,0,5218,0.146921,10805312,1,CBOE S&P 500 INDEX,E
108105,19960111,0A559.FF,19960217,19960111,P,585000,3.75,3.875,714,4716,0.148738,10836479,1,CBOE S&P 500 INDEX,E
108105,19960111,0A473.04,19970621,,C,550000,86.5,88.5,0,105,0.165377,10777348,1,CBOE S&P 500 INDEX,E
108105,19960111,0A521.01,19961221,,P,450000,1.8125,2.0625,0,4256,0.197688,10821889,1,CBOE S&P 500 INDEX,E
108105,19960111,0A4A8.BC,19960921,19960111,P,600000,18.75,19.25,3,8218,0.130935,10791100,1,CBOE S&P 500 INDEX,E
108105,19960111,0A43C.11,19960622,19960111,P,560000,6.375,6.875,460,5918,0.155477,10763281,1,CBOE S&P 500 INDEX,E
108105,19960111,0A43D.50,19960120,19960111,C,605000,3.125,3.375,3845,5530,0.124444,10763600,1,CBOE S&P 500 INDEX,E
108105,19960111,0A43D.78,19960316,19960110,C,500000,104.375,105.375,0,2423,,10763640,1,CBOE S&P 500 INDEX,E
108105,19960111,0A527.A9,19960120,19960111,C,615000,0.5625,0.625,4167,2486,0.120177,10823593,1,CBOE S&P 500 INDEX,E
108105,19960111,0A4EF.8D,19961221,,C,425000,185.25,186.25,0,8,0.222411,10809229,1,CBOE S&P 500 INDEX,E
108105,19960111,0A64A.C8,19960921,19960110,P,625000,30,30.75,0,3455,0.126352,10898120,1,CBOE S&P 500 INDEX,E
108105,19960111,0A481.C6,19960316,19960111,P,555000,2.125,2.375,2,153,0.17373,10781126,1,CBOE S&P 500 INDEX,E
108105,19960111,0A650.1C,19960316,19960111,C,640000,1.25,1.5,5204,6942,0.105609,10899484,1,CBOE S&P 500 INDEX,E
108105,19960111,0A689.FB,19970621,,C,525000,105.5,107.5,0,0,0.174745,10914299,1,CBOE S&P 500 INDEX,E
108105,19960111,0A68C.E3,19960120,19960111,C,635000,0,0.0625,85,5470,0.152595,10915043,1,CBOE S&P 500 INDEX,E
108105,19960111,0A620.07,19960120,19960111,P,580000,0.5,0.5625,2500,5968,0.195023,10887175,1,CBOE S&P 500 INDEX,E
108105,19960111,0A574.33,19960921,19960111,C,675000,4,4.25,400,7981,0.106991,10843187,1,CBOE S&P 500 INDEX,E
108105,19960111,0A4C4.2F,19960316,,C,475000,128.875,129.875,0,315,,10798127,1,CBOE S&P 500 INDEX,E
108105,19960111,0A73B.2B,19970621,19960104,P,650000,47.125,48.125,0,23,0.126163,10959659,1,CBOE S&P 500 INDEX,E
108105,19960111,0A6C4.3F,19960217,19960111,P,590000,4.75,5,1348,9142,0.143884,10929215,1,CBOE S&P 500 INDEX,E
108105,19960111,0A73B.E2,19960120,19960111,P,620000,16.75,17.5,1233,6099,0.120005,10959842,1,CBOE S&P 500 INDEX,E
108105,19960111,0A77A.B9,19960120,19960111,P,560000,0.125,0.1875,40,7614,0.261095,10975929,1,CBOE S&P 500 INDEX,E
108105,19960111,0A4C6.52,19960921,19960111,P,575000,12,12.375,5,3684,0.142646,10798674,1,CBOE S&P 500 INDEX,E
108105,19960111,0A86E.83,19960217,19960111,P,575000,2.5,2.875,1277,3303,0.167046,11038339,1,CBOE S&P 500 INDEX,E
108105,19960111,0A78B.21,19960217,19960111,P,595000,6,6.125,2454,193,0.136975,10980129,1,CBOE S&P 500 INDEX,E
108105,19960111,0A74D.E4,19970621,,C,500000,125.5,127.5,0,21,0.184457,10964452,1,CBOE S&P 500 INDEX,E
108105,19960111,0A7C6.5B,19960622,,P,675000,62.875,63.875,0,882,0.083691,10995291,1,CBOE S&P 500 INDEX,E
108105,19960111,0A7C7.1F,19960217,19960111,C,630000,0.8125,1.0625,208,3817,0.104123,10995487,1,CBOE S&P 500 INDEX,E
108105,19960111,0A753.12,19960622,19960110,P,525000,2.5,2.75,0,3041,0.170097,10965778,1,CBOE S&P 500 INDEX,E
108105,19960111,0A928.E5,19960217,19960111,C,635000,0.4375,0.5625,40,679,0.10205,11086053,1,CBOE S&P 500 INDEX,E
108105,19960111,0A87A.2A,19960316,19960111,C,630000,2.375,2.625,6,3273,0.101875,11041322,1,CBOE S&P 500 INDEX,E
108105,19960111,0A758.EB,19960120,19960104,C,560000,42.625,43.625,0,177,0.249526,10967275,1,CBOE S&P 500 INDEX,E
108105,19960111,0A79B.66,19960622,19960111,P,570000,7.25,7.75,20,5445,0.143034,10984294,1,CBOE S&P 500 INDEX,E
108105,19960111,0A900.9A,19971220,,P,650000,49,50,0,0,0.132334,11075738,1,CBOE S&P 500 INDEX,E
108105,19960111,0A7A7.F9,19970621,,C,600000,52.75,54.75,0,1185,0.148198,10987513,1,CBOE S&P 500 INDEX,E
108105,19960111,0A888.90,19961221,19960110,P,625000,32,33,0,1280,0.12792,11045008,1,CBOE S&P 500 INDEX,E
108105,19960111,0A764.EB,19960120,19960111,P,610000,8.5,9,7775,1279,0.132917,10970347,1,CBOE S&P 500 INDEX,E
108105,19960111,0A93B.59,19960120,19960111,P,400000,0,0.0625,15,850,1.005557,11090777,1,CBOE S&P 500 INDEX,E
108105,19960111,0A8C8.64,19960921,19960110,P,675000,60.5,61.5,0,851,0.094119,11061348,1,CBOE S&P 500 INDEX,E
108105,19960111,0A733.AC,19960316,19960108,C,525000,80.125,81.125,0,6527,0.184013,10957740,1,CBOE S&P 500 INDEX,E
108105,19960111,0A904.79,19960316,,P,635000,30.875,31.875,0,7849,0.115472,11076729,1,CBOE S&P 500 INDEX,E
108105,19960111,0A9B6.6D,19960316,19960105,P,645000,39.375,40.375,0,105,0.111123,11122285,1,CBOE S&P 500 INDEX,E
108105,19960111,0A890.77,19961221,19960111,P,600000,21.75,22.5,115,4250,0.134224,11047031,1,CBOE S&P 500 INDEX,E
108105,19960111,0A855.E5,19960120,19960111,C,570000,32.875,33.875,2,430,0.239306,11032037,1,CBOE S&P 500 INDEX,E
108105,19960111,0A76C.7D,19970621,,P,675000,61,62,0,72,0.119511,10972285,1,CBOE S&P 500 INDEX,E
108105,19960111,0A9C0.32,19960622,19960111,P,595000,13.125,13.875,333,911,0.129604,11124786,1,CBOE S&P 500 INDEX,E
108105,19960111,0A7EC.4F,19960120,19960111,C,585000,18.25,19,4411,5881,0.165673,11005007,1,CBOE S&P 500 INDEX,E
108105,19960111,0A912.CB,19961221,19960109,P,675000,61.25,62.25,0,37,0.11177,11080395,1,CBOE S&P 500 INDEX,E
108105,19960111,0AA2D.58,19960120,19960109,C,500000,102.25,103.25,0,5671,,11152728,1,CBOE S&P 500 INDEX,E
108105,19960111,0A915.9B,19960316,19960111,C,635000,1.75,1.875,400,3104,0.10291,11081115,1,CBOE S&P 500 INDEX,E
108105,19960111,0A9CD.C2,19960217,,P,650000,45,46,0,1101,0.122463,11128258,1,CBOE S&P 500 INDEX,E
108105,19960111,0A91D.16,19960316,19960111,P,595000,9,9.25,479,3845,0.140655,11083030,1,CBOE S&P 500 INDEX,E
108105,19960111,0A8E1.06,19960316,19960110,P,400000,0.0625,0.25,0,9913,0.398212,11067654,1,CBOE S&P 500 INDEX,E
108105,19960111,0AA70.B8,19960217,19960111,C,645000,0.1875,0.375,5,1892,0.113727,11169976,1,CBOE S&P 500 INDEX,E
108105,19960111,0A86A.FA,19960622,,C,580000,39.625,40.625,0,1275,0.143447,11037434,1,CBOE S&P 500 INDEX,E
108105,19960111,0A957.62,19960921,19960111,P,700000,81.75,82.75,300,715,,11097954,1,CBOE S&P 500 INDEX,E
108105,19960111,0AAB1.FF,19971220,19960109,P,500000,8,11.125,0,20,0.168897,11186687,1,CBOE S&P 500 INDEX,E
108105,19960111,0A9DF.64,19960120,19960111,P,625000,21.5,22.5,168,6191,0.126408,11132772,1,CBOE S&P 500 INDEX,E
108105,19960111,0A998.F3,19960622,19960105,P,375000,0,0.25,0,2571,0.281647,11114739,1,CBOE S&P 500 INDEX,E
108105,19960111,0A961.78,19971220,19960111,P,700000,77,78,10,10,0.125871,11100536,1,CBOE S&P 500 INDEX,E
108105,19960111,0AA07.52,19960316,19960111,P,610000,14.25,14.625,504,5058,0.123307,11142994,1,CBOE S&P 500 INDEX,E
108105,19960111,0AB67.F1,19960217,19960111,P,610000,12,12.5,3247,3074,0.124146,11233265,1,CBOE S&P 500 INDEX,E
108105,19960111,0AA81.78,19960316,19960111,C,585000,26.25,27.25,250,160,0.143658,11174264,1,CBOE S&P 500 INDEX,E
108105,19960111,0AC61.E0,19960217,19960110,C,550000,54.625,55.625,0,1067,0.197036,11297248,1,CBOE S&P 500 INDEX,E
108105,19960111,0ABEE.AC,19960921,19960104,P,650000,42.625,43.625,0,1243,0.108591,11267756,1,CBOE S&P 500 INDEX,E
108105,19960111,0AA8B.E1,19961221,19960111,P,500000,4.5,4.875,140,5071,0.176952,11176929,1,CBOE S&P 500 INDEX,E
108105,19960111,0993A.AA,19970621,,P,525000,10.125,11.75,0,1522,0.16659,10042026,1,CBOE S&P 500 INDEX,E
108105,19960111,0AA90.0C,19960622,,C,450000,157.125,158.125,0,1911,0.241533,11177996,1,CBOE S&P 500 INDEX,E
108105,19960111,0ABF9.B8,19960120,19960111,C,595000,9.25,9.75,107,2557,0.131259,11270584,1,CBOE S&P 500 INDEX,E
108105,19960111,09940.A6,19960316,19960111,P,575000,3.875,4.25,601,9167,0.14979,10043558,1,CBOE S&P 500 INDEX,E
108105,19960111,0AB81.C9,19960622,,P,450000,0.375,0.625,0,7775,0.220123,11239881,1,CBOE S&P 500 INDEX,E
108105,19960111,0AA94.AF,19960120,,C,535000,67.375,68.375,0,0,,11179183,1,CBOE S&P 500 INDEX,E
108105,19960111,0AB57.D9,19960316,19960111,P,570000,3.375,3.75,51,2470,0.156995,11229145,1,CBOE S&P 500 INDEX,E
108105,19960111,0AB57.F1,19960316,19960111,C,590000,22.375,23.375,1154,1060,0.138294,11229169,1,CBOE S&P 500 INDEX,E
108105,19960111,0AC0D.83,19960622,19960110,P,650000,41.875,42.875,0,1071,0.10095,11275651,1,CBOE S&P 500 INDEX,E
108105,19960111,0AB60.49,19971220,,C,500000,132,133,0,0,0.173173,11231305,1,CBOE S&P 500 INDEX,E
108105,19960111,0AC0F.AE,19960622,19960104,P,425000,0.25,0.5,0,3270,0.24586,11276206,1,CBOE S&P 500 INDEX,E
108105,19960111,0ABDB.F5,19960316,,C,570000,38.25,39.25,0,1696,0.15095,11262965,1,CBOE S&P 500 INDEX,E
108105,19960111,0ACC2.5E,19960316,,C,535000,70.5,71.5,0,0,0.177442,11321950,1,CBOE S&P 500 INDEX,E
108105,19960111,0ACC5.46,19960120,19960110,C,580000,22.875,23.875,0,1008,0.176862,11322694,1,CBOE S&P 500 INDEX,E
108105,19960111,0AC1F.B1,19960316,19960111,P,630000,27,27.5,2,4859,0.114635,11280305,1,CBOE S&P 500 INDEX,E
108105,19960111,0AC5C.06,19960316,19960110,P,675000,68.25,69.25,0,2141,0.132189,11295750,1,CBOE S&P 500 INDEX,E
108105,19960111,0AE8A.3C,19960120,19960111,P,630000,26.5,27.5,52,2506,0.151363,11438652,1,CBOE S&P 500 INDEX,E
108105,19960111,0ADDD.24,19960217,19960104,C,660000,0,0.125,0,811,0.118172,11394340,1,CBOE S&P 500 INDEX,E
108105,19960111,0AE1E.2C,19960217,19960111,C,575000,31.25,32.25,4100,4403,0.160716,11410988,1,CBOE S&P 500 INDEX,E
108105,19960111,0AE1E.D2,19960120,19960111,P,540000,0,0.0625,900,7293,0.302646,11411154,1,CBOE S&P 500 INDEX,E
108105,19960111,0AD06.00,19960921,,C,580000,46.625,47.625,0,1361,0.143398,11339264,1,CBOE S&P 500 INDEX,E
108105,19960111,0ACD4.02,19960120,19960111,C,590000,13.875,14.625,1527,5721,0.163986,11326466,1,CBOE S&P 500 INDEX,E
108105,19960111,0ACD5.8D,19960217,19960111,C,620000,2.5,2.75,232,6945,0.107743,11326861,1,CBOE S&P 500 INDEX,E
108105,19960111,0AE9A.88,19960120,19960111,P,565000,0.1875,0.25,10,3544,0.247296,11442824,1,CBOE S&P 500 INDEX,E
108105,19960111,0AF49.17,19960622,19960111,P,550000,4.875,5.25,1955,901,0.158883,11487511,1,CBOE S&P 500 INDEX,E
108105,19960111,0ADB5.27,19960120,,C,555000,47.5,48.5,0,1056,,11384103,1,CBOE S&P 500 INDEX,E
108105,19960111,0AD4C.D4,19960120,19960111,P,600000,3,3.125,3855,1710,0.133232,11357396,1,CBOE S&P 500 INDEX,E
108105,19960111,0ADEF.47,19960921,19960110,P,550000,7.5,7.875,0,282,0.154389,11398983,1,CBOE S&P 500 INDEX,E
108105,19960111,0AD85.C9,19960921,,C,590000,39.625,40.625,0,132,0.138689,11371977,1,CBOE S&P 500 INDEX,E
108105,19960111,0AED5.D1,19960316,19960111,P,475000,0.125,0.25,410,7721,0.251734,11458001,1,CBOE S&P 500 INDEX,E
108105,19960111,0AE31.2C,19960316,19960109,C,595000,18.875,19.625,0,94,0.133458,11415852,1,CBOE S&P 500 INDEX,E
108105,19960111,0AEA6.5F,19961221,19960109,P,700000,80.125,81.125,0,2,0.100748,11445855,1,CBOE S&P 500 INDEX,E
108105,19960111,0AFC8.D9,19960217,19960110,C,590000,19,19.75,0,625,0.145053,11520217,1,CBOE S&P 500 INDEX,E
108105,19960111,0AF58.45,19960921,,C,625000,19,19.5,0,3780,0.121093,11491397,1,CBOE S&P 500 INDEX,E
108105,19960111,0AEE0.2B,19960217,,P,640000,35.375,36.375,0,620,0.117914,11460651,1,CBOE S&P 500 INDEX,E
108105,19960111,0AD8D.65,19960217,19960111,P,600000,7.625,7.875,2146,2864,0.132829,11373925,1,CBOE S&P 500 INDEX,E
108105,19960111,0AF93.7E,19970621,,C,575000,69,71,0,1250,0.157321,11506558,1,CBOE S&P 500 INDEX,E
108105,19960111,0B000.E6,19960120,19960111,C,610000,1.4375,1.5,7386,3449,0.120105,11534566,1,CBOE S&P 500 INDEX,E
108105,19960111,0AF1D.40,19970621,19960105,P,600000,26.25,28.25,0,3028,0.140944,11476288,1,CBOE S&P 500 INDEX,E
108105,19960111,0AF59.08,19961221,,P,425000,1.125,1.375,0,1559,0.209452,11491592,1,CBOE S&P 500 INDEX,E
108105,19960111,0AF5E.1A,19971220,,P,625000,38.875,39.875,0,0,0.139184,11492890,1,CBOE S&P 500 INDEX,E
108105,19960111,0AF99.08,19960120,19960111,P,535000,0,0.0625,600,2045,0.325524,11507976,1,CBOE S&P 500 INDEX,E
108105,19960111,0AE41.9F,19960316,19960111,C,575000,34.25,35.25,1,5157,0.150997,11420063,1,CBOE S&P 500 INDEX,E
108105,19960111,0B072.89,19960316,19960111,P,625000,23.25,24.25,157,4444,0.118788,11563657,1,CBOE S&P 500 INDEX,E
108105,19960111,0AF32.32,19960921,19960110,C,600000,32.875,33.875,0,10,0.132965,11481650,1,CBOE S&P 500 INDEX,E
108105,19960111,0AFE1.1F,19961221,19960108,P,475000,2.875,3.25,0,4996,0.187574,11526431,1,CBOE S&P 500 INDEX,E
108105,19960111,0B0B2.A4,19960622,19960105,P,400000,0.0625,0.25,0,2827,0.253486,11580068,1,CBOE S&P 500 INDEX,E
108105,19960111,0B07D.0C,19960921,,C,525000,90.125,91.125,0,27,0.161686,11566348,1,CBOE S&P 500 INDEX,E
108105,19960111,0B12D.FA,19961221,,C,575000,57.5,58.5,0,1285,0.152205,11611642,1,CBOE S&P 500 INDEX,E
108105,19960111,0B07E.97,19971220,,C,550000,97.5,98.5,0,0,0.170187,11566743,1,CBOE S&P 500 INDEX,E
108105,19960111,0B046.35,19960120,19960111,P,605000,5.25,5.5,4727,3423,0.130073,11552309,1,CBOE S&P 500 INDEX,E
108105,19960111,0B0F6.AD,19960120,19960111,C,625000,0.125,0.1875,6391,9454,0.140672,11597485,1,CBOE S&P 500 INDEX,E
108105,19960111,0B0F9.16,19960316,,P,640000,35.125,36.125,0,20,0.115273,11598102,1,CBOE S&P 500 INDEX,E
108105,19960111,0B134.F0,19960316,19960110,C,550000,56.375,57.375,0,5051,0.168182,11613424,1,CBOE S&P 500 INDEX,E
108105,19960111,0B084.C8,19961221,,C,400000,208.5,209.5,0,119,0.236764,11568328,1,CBOE S&P 500 INDEX,E
108105,19960111,0B136.C6,19960921,,P,580000,12.25,13,0,1805,0.136046,11613894,1,CBOE S&P 500 INDEX,E
108105,19960111,0B136.D2,19960622,19960111,P,500000,1.375,1.625,40,458,0.186409,11613906,1,CBOE S&P 500 INDEX,E
108105,19960111,0B0C3.3A,19960622,19960111,P,600000,15,15.375,1461,6097,0.12732,11584314,1,CBOE S&P 500 INDEX,E
108105,19960111,0B027.F5,19960622,19960111,C,675000,1,1.25,125,9562,0.098748,11544565,1,CBOE S&P 500 INDEX,E
108105,19960111,0B1E7.40,19970621,,P,625000,36,37,0,902,0.134142,11659072,1,CBOE S&P 500 INDEX,E
108105,19960111,0B1E8.E1,19960120,19960111,P,585000,0.6875,0.875,2341,1788,0.178989,11659489,1,CBOE S&P 500 INDEX,E
108105,19960111,0B0C8.75,19960622,,C,570000,46,47,0,185,0.137864,11585653,1,CBOE S&P 500 INDEX,E
108105,19960111,0B143.34,19960120,19960111,P,615000,12.25,13,1997,1794,0.126045,11617076,1,CBOE S&P 500 INDEX,E
108105,19960111,0B0CF.98,19960921,19960110,C,700000,1.3125,1.5625,0,877,0.101928,11587480,1,CBOE S&P 500 INDEX,E
108105,19960111,0B1F7.97,19960120,19960105,P,635000,31.5,32.5,0,434,0.175902,11663255,1,CBOE S&P 500 INDEX,E
108105,19960111,0B1C6.C4,19960217,19960111,C,610000,6,6.25,4774,6694,0.115033,11650756,1,CBOE S&P 500 INDEX,E
108105,19960111,0B235.1A,19960622,19960111,P,580000,9.375,9.75,313,8556,0.137981,11679002,1,CBOE S&P 500 INDEX,E
108105,19960111,0B269.29,19960316,,P,660000,53.5,54.5,0,40,0.114508,11692329,1,CBOE S&P 500 INDEX,E
108105,19960111,0B0A2.D8,19960316,19960111,P,580000,4.75,5.125,142,1018,0.146319,11576024,1,CBOE S&P 500 INDEX,E
108105,19960111,0B159.2C,19961221,19960111,C,625000,26.25,27.25,500,1841,0.130307,11622700,1,CBOE S&P 500 INDEX,E
108105,19960111,0B205.8F,19960622,,C,560000,55.75,56.75,0,1230,0.157948,11666831,1,CBOE S&P 500 INDEX,E
108105,19960111,0B127.14,19961221,19960111,P,650000,46,46.75,1,90,0.123833,11609876,1,CBOE S&P 500 INDEX,E
108105,19960111,0B2F7.7B,19960217,19960111,P,565000,1.5,1.75,107,4493,0.17568,11728763,1,CBOE S&P 500 INDEX,E
108105,19960111,0B244.6C,19971220,,C,600000,64.75,65.75,0,0,0.154032,11682924,1,CBOE S&P 500 INDEX,E
108105,19960111,0B2FD.E3,19971220,19960109,P,525000,13,14,0,1,0.164644,11730403,1,CBOE S&P 500 INDEX,E
108105,19960111,0B24E.05,19960622,19960111,P,585000,10.25,11,108,2897,0.134365,11685381,1,CBOE S&P 500 INDEX,E
108105,19960111,0B211.E8,19971220,,P,675000,61.25,62.25,0,0,0.126336,11669992,1,CBOE S&P 500 INDEX,E
108105,19960111,0B33E.95,19960120,19960111,P,545000,0,0.125,200,4087,0.302733,11746965,1,CBOE S&P 500 INDEX,E
108105,19960111,0B216.93,19960217,19960111,C,650000,0.125,0.1875,550,7782,0.113506,11671187,1,CBOE S&P 500 INDEX,E
108105,19960111,0B2CF.11,19960120,19960110,C,575000,27.625,28.625,0,951,0.167062,11718417,1,CBOE S&P 500 INDEX,E
108105,19960111,0B387.38,19960622,19960111,P,620000,23,23.5,100,1424,0.114924,11765560,1,CBOE S&P 500 INDEX,E
108105,19960111,0B3EC.60,19960622,,C,425000,181.25,182.25,0,360,0.264452,11791456,1,CBOE S&P 500 INDEX,E
108105,19960111,0B221.DC,19960120,19960111,P,570000,0.1875,0.3125,289,9655,0.224289,11674076,1,CBOE S&P 500 INDEX,E
108105,19960111,0B314.25,19960622,19960109,C,590000,32.25,33.25,0,5802,0.136724,11736101,1,CBOE S&P 500 INDEX,E
108105,19960111,0B3F3.99,19960217,19960111,C,625000,1.5625,1.8125,297,3932,0.107442,11793305,1,CBOE S&P 500 INDEX,E
108105,19960111,0B415.34,19960217,19960105,P,645000,40.125,41.125,0,105,0.118303,11801908,1,CBOE S&P 500 INDEX,E
