date,calib_params,train_mse,train_mape,test_mse,test_mape
1996-01-05,"[0.030859825956936197, 19.46897466317781, 67.98549996328735, 52.63741613928961, 0.09257768034444955]",1.858046200212006,0.061317314405987915,1.8792367230031592,0.0660760000835125
1996-01-08,"[0.043073888076578006, 22.457987703953794, 117.93033031297523, 12.396146074144454, 0.9520273781289601]",0.33483922050585513,0.027324967664848845,0.3730762965714641,0.04182108893235964
1996-01-09,"[8.641341782709991e-13, 16.468994985711433, 66.23970259548824, 45.7248700167052, 0.2654172484967494]",0.6551338018216735,0.04712070785452899,4.039687487249098,0.12052272058198919
1996-01-10,"[0.05508375795035153, 15.150568090654467, 79.38096569166538, 48.82007029230215, 0.19082158658551696]",3.753595459376494,0.11190324281281222,3.0958507727623163,0.1429655173027492
1996-01-11,"[0.055300853030814626, 8.899673937874024, 72.31239768485271, 13.884986919232055, 0.8453627566506388]",0.669049487654018,0.09242705797266926,0.4697192172973988,0.10303458819762416
1996-01-12,"[0.03932174689060441, 7.30310101855815, 53.8960083932668, 26.805866942260035, 0.3290774011293848]",0.901512141100116,0.08596764530358769,0.8244314959610436,0.09732716183912529
1996-01-15,"[0.03153403629304778, 30.55032101553845, 129.85105937171787, 30.20983876921126, 0.8066943432713101]",0.8517528093704752,0.04424181683835473,0.5986814361591607,0.062238118192631885
1996-01-16,"[0.07474715789734003, 5.277148016909212, 68.20260464025671, 29.7195129460395, 0.042822839828290354]",0.5316083784905045,0.09369544394472175,0.2582904549028253,0.06875353454837643
1996-01-17,"[0.04087286167295051, 12.43764465984233, 64.69982598522002, 38.41447747219752, 0.23711693818110685]",0.31559094724060627,0.03789053061856979,0.7147522316388539,0.13615673530271397
1996-01-18,"[0.04015945923092026, 23.805417765265872, 47.95056950370456, 60.382685715724406, 0.024609347461070935]",1.27609605010696,0.08334171080113821,0.687705897572604,0.05081335294608795
1996-01-19,"[0.010245311854112725, 23.762435915766574, 62.74058368363305, 56.73685112318487, 0.13117888241638892]",0.7599684527839311,0.037155126701723495,0.7246954304645463,0.07332933157600889
1996-01-22,"[0.058904275027876575, 8.140993943386809, 91.25154372308285, 25.234254271565355, 0.5689069170847816]",0.3486592077368651,0.016976655094732996,1.2228236314416507,0.03532310971565563
1996-01-23,"[1.6080245414963463e-14, 18.398852314546648, 80.12513901696201, 46.960954032109626, 0.20959502796348722]",2.024267330823639,0.05227199840911808,2.5040120954994576,0.05648807382582857
1996-01-24,"[1.0437305441619942e-14, 23.99639937764878, 85.6785406388013, 51.75540659147121, 0.2336331177744469]",1.9609655378082154,0.03793902792705684,1.7417484675500374,0.06212633530799896
1996-01-25,"[0.0014160270755186255, 20.22642521372782, 79.61365886458462, 49.23746471811599, 0.1793129805082882]",1.8134621585659951,0.05192157835798396,1.2346546238934168,0.06191376168179282
1996-01-26,"[0.07991436178965983, 3.042526762595468, 87.21122599545285, 9.538131960309085, 0.8304171605940727]",0.6113274847256479,0.024078929678310965,0.8820058442989793,0.04496971062293936
1996-01-29,"[0.08136058826874416, 0.7282007815306772, 124.21688529015574, 9.674022511771996, 0.28649783021999586]",0.9842083469426431,0.02930207595019825,0.7687293511683826,0.043848085591820254
1996-01-30,"[0.03826619905939243, 20.419578286225136, 57.120324179736684, 62.030926443416234, 0.058630351865297456]",2.92941992541533,0.04356663390622488,3.3879002541160066,0.04960753572282394
1996-01-31,"[0.07824829033796171, 19.860780831609816, 205.22814954554076, 7.20214212477891, 0.9849761132810765]",0.644132936599031,0.023621542311559305,1.6026465197120274,0.03701267303191603
1996-02-01,"[0.08163683282753545, 0.35586598895324195, 172.5274056947266, 7.175817740518233, 0.12144060846083435]",1.6713942717086245,0.03501218113360866,0.7976155624792243,0.029780854854866815
1996-02-02,"[0.08070110671114583, 5.588008735718773, 124.23010648597813, 6.005724970555555, 0.9611983812785434]",0.7983459052366773,0.0251523942120282,0.5871516114794825,0.03931461942582777
1996-02-05,"[0.08989243197330243, 0.4199653475606463, 103.50533835442991, 8.33268064356151, 0.20817737811431392]",0.34862274680308486,0.033624797583443056,0.5872020135151627,0.028386056157626557
